traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,year,month,day,hour,day_in_week,is_weekend
455,No,275.16,No rain,No snow,Mostly Cloudy,Rain,light rain,2012,12,16,5,6,0
2683,No,275.16,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,4,18,5,3,0
2072,No,275.17,No rain,No snow,Clear,Clear,sky is clear,2012,10,6,7,5,0
1472,No,275.17,No rain,No snow,Clear,Clear,sky is clear,2014,3,30,0,6,0
3884,No,275.17,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2012,12,16,15,6,0
3884,No,275.17,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,16,15,6,0
3884,No,275.17,No rain,No snow,Mostly Cloudy,Rain,light rain,2012,12,16,15,6,0
5461,No,275.17,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,4,23,6,1,0
5044,No,275.18,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,4,14,14,0,0
339,No,275.18,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,2,3,6,0
1019,No,275.18,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,4,10,23,2,0
1019,No,275.18,No rain,No snow,Mostly Cloudy,Rain,light rain,2013,4,10,23,2,0
1019,No,275.18,No rain,No snow,Mostly Cloudy,Mist,mist,2013,4,10,23,2,0
5397,No,275.18,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,11,7,12,3,0
3782,No,275.18,Have rain,No snow,Party Cloudy,Rain,light rain,2014,1,19,12,6,0
5291,No,275.19,No rain,No snow,Party Cloudy,Clouds,few clouds,2012,10,11,9,3,0
5149,No,275.19,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,4,24,12,2,0
805,No,275.19,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,4,7,1,6,0
4804,No,275.2,No rain,No snow,Clear,Clear,sky is clear,2013,3,28,11,3,0
2780,No,275.2,No rain,No snow,Clear,Clear,sky is clear,2014,4,8,5,1,0
535,No,275.2,No rain,No snow,Party Cloudy,Mist,mist,2013,4,16,0,1,0
4904,No,275.2,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,4,20,16,5,0
4578,No,275.2,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,3,21,10,4,0
5161,No,275.2,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,5,2,13,3,0
5161,No,275.2,No rain,No snow,Mostly Cloudy,Mist,mist,2013,5,2,13,3,0
5161,No,275.2,No rain,No snow,Mostly Cloudy,Rain,light rain,2013,5,2,13,3,0
6068,No,275.2,Have rain,No snow,Mostly Cloudy,Rain,light rain,2014,3,19,17,2,0
2981,No,275.21,No rain,No snow,Clear,Clear,sky is clear,2013,3,26,19,1,0
3532,No,275.21,No rain,No snow,Clear,Clear,sky is clear,2017,3,4,21,5,0
5406,No,275.21,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,1,8,15,0,0
6059,No,275.21,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,1,26,7,4,0
378,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2016,4,1,3,4,0
326,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2016,11,29,3,1,0
326,No,275.21,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2016,11,29,3,1,0
326,No,275.21,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,11,29,3,1,0
2809,No,275.21,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,11,17,5,4,0
2427,No,275.21,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,4,13,22,6,0
775,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,23,4,2,0
2931,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2016,11,24,14,3,0
2933,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2016,11,24,16,3,0
2933,No,275.21,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,11,24,16,3,0
2933,No,275.21,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,11,24,16,3,0
352,No,275.21,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2016,11,30,1,2,0
352,No,275.21,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,11,30,1,2,0
352,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2016,11,30,1,2,0
352,No,275.21,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,11,30,1,2,0
4034,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2016,12,4,17,6,0
4034,No,275.21,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2016,12,4,17,6,0
3125,No,275.21,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,12,4,19,6,0
4687,No,275.21,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2016,12,23,11,4,0
4687,No,275.21,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,12,23,11,4,0
4687,No,275.21,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,23,11,4,0
811,No,275.21,No rain,No snow,Mostly Cloudy,Rain,light rain,2017,1,20,4,4,0
811,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,20,4,4,0
811,No,275.21,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2017,1,20,4,4,0
811,No,275.21,No rain,No snow,Mostly Cloudy,Haze,haze,2017,1,20,4,4,0
4679,No,275.21,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2017,1,21,11,5,0
4679,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,21,11,5,0
3169,No,275.21,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,22,21,6,0
4077,No,275.216,No rain,No snow,Clear,Clear,Sky is Clear,2016,10,8,21,5,0
4016,No,275.216,No rain,No snow,Clear,Clear,Sky is Clear,2016,10,8,22,5,0
2153,No,275.216,No rain,No snow,Clear,Clear,Sky is Clear,2016,10,8,23,5,0
376,No,275.22,No rain,No snow,Clear,Clear,sky is clear,2015,11,7,4,5,0
601,No,275.22,No rain,No snow,Clear,Clear,sky is clear,2017,2,28,0,1,0
872,No,275.22,No rain,No snow,Clear,Clear,sky is clear,2017,10,11,4,2,0
3268,No,275.22,No rain,No snow,Clear,Clear,sky is clear,2018,2,14,19,2,0
4994,No,275.22,No rain,No snow,Clear,Clear,sky is clear,2018,3,24,14,5,0
5859,No,275.22,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,10,11,8,2,0
920,No,275.22,No rain,No snow,Party Cloudy,Clouds,few clouds,2012,10,29,23,0,0
4729,No,275.22,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,11,18,14,5,0
4490,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,11,25,17,5,0
3686,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,1,21,11,6,0
254,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,3,19,2,0,0
365,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,4,28,4,5,0
371,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,12,14,2,4,0
4130,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,16,16,6,0
4130,No,275.22,No rain,No snow,Mostly Cloudy,Rain,light rain,2012,12,16,16,6,0
4130,No,275.22,No rain,No snow,Mostly Cloudy,Fog,fog,2012,12,16,16,6,0
4130,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2012,12,16,16,6,0
6291,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,4,8,8,0,0
5668,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,5,3,6,4,0
827,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2015,11,26,6,3,0
531,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,9,0,2,0
531,No,275.22,No rain,No snow,Mostly Cloudy,Fog,fog,2015,12,9,0,2,0
858,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,2,7,6,6,0
887,No,275.22,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,3,17,4,3,0
1670,No,275.22,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,3,27,8,6,0
1670,No,275.22,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,3,27,8,6,0
1670,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2016,3,27,8,6,0
2821,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2016,11,24,13,3,0
427,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2016,12,6,1,1,0
4423,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2017,1,20,10,4,0
4423,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,20,10,4,0
1249,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,2,11,7,5,0
304,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,2,23,2,3,0
2504,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2017,3,16,21,3,0
2504,No,275.22,No rain,No snow,Mostly Cloudy,Rain,light rain,2017,3,16,21,3,0
774,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2017,3,26,6,6,0
774,No,275.22,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2017,3,26,6,6,0
774,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,3,26,6,6,0
2656,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,3,26,9,6,0
2656,No,275.22,No rain,No snow,Mostly Cloudy,Rain,light rain,2017,3,26,9,6,0
2656,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2017,3,26,9,6,0
4889,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,3,31,10,4,0
5583,No,275.22,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2017,4,26,9,2,0
5583,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,4,26,9,2,0
5583,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2017,4,26,9,2,0
4454,No,275.22,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2017,4,26,10,2,0
4454,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,4,26,10,2,0
4454,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2017,4,26,10,2,0
1068,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,11,1,23,2,0
611,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2017,11,2,0,3,0
4623,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2018,1,10,11,2,0
2342,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2018,1,10,21,2,0
2342,No,275.22,No rain,No snow,Mostly Cloudy,Mist,mist,2018,1,10,21,2,0
2342,No,275.22,No rain,No snow,Mostly Cloudy,Fog,fog,2018,1,10,21,2,0
4573,No,275.22,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,3,30,18,4,0
2882,No,275.22,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,4,13,19,4,0
2882,No,275.22,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,4,13,19,4,0
2882,No,275.22,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2018,4,13,19,4,0
762,No,275.22,Have rain,No snow,Party Cloudy,Rain,light rain,2014,4,25,4,4,0
1475,No,275.23,No rain,No snow,Clear,Clear,sky is clear,2017,4,29,6,5,0
1892,No,275.23,No rain,No snow,Clear,Clear,sky is clear,2018,1,19,23,4,0
594,No,275.23,No rain,No snow,Clear,Clear,sky is clear,2018,4,18,1,2,0
1932,No,275.23,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2012,11,10,7,5,0
2979,No,275.23,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,4,16,19,0,0
2939,No,275.23,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,2,28,20,2,0
6464,No,275.24,No rain,No snow,Clear,Mist,mist,2015,10,22,7,3,0
867,No,275.24,No rain,No snow,Clear,Clear,sky is clear,2018,9,29,1,5,0
736,No,275.24,No rain,No snow,Mostly Cloudy,Rain,light rain,2013,4,26,0,4,0
736,No,275.24,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,4,26,0,4,0
6749,No,275.24,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,11,30,16,4,0
861,No,275.25,No rain,No snow,Clear,Clear,sky is clear,2012,11,18,1,6,0
1071,No,275.25,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,5,4,6,6,0
6116,No,275.25,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2012,11,28,16,2,0
2600,No,275.25,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,11,9,21,5,0
5315,No,275.25,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,4,10,14,1,0
696,No,275.25,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2012,11,10,5,5,0
4150,No,275.26,No rain,No snow,Clear,Clear,sky is clear,2015,12,20,11,6,0
524,No,275.26,No rain,No snow,Clear,Clear,sky is clear,2018,9,29,2,5,0
375,No,275.26,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,11,14,1,3,0
3021,No,275.26,No rain,No snow,Mostly Cloudy,Rain,light rain,2012,12,16,10,6,0
3021,No,275.26,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,16,10,6,0
3021,No,275.26,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2012,12,16,10,6,0
3021,No,275.26,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2012,12,16,10,6,0
3394,No,275.26,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,4,15,19,1,0
3912,No,275.27,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,4,1,18,1,0
5017,No,275.27,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,4,2,12,2,0
4825,No,275.27,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,1,19,17,5,0
4622,No,275.27,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,2,10,13,4,0
3714,No,275.27,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,4,11,12,3,0
640,No,275.27,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,20,0,4,0
640,No,275.27,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2017,1,20,0,4,0
4803,No,275.27,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,20,11,4,0
2394,No,275.27,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2017,4,10,20,0,0
2394,No,275.27,No rain,No snow,Mostly Cloudy,Mist,mist,2017,4,10,20,0,0
2394,No,275.27,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,4,10,20,0,0
2394,No,275.27,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2017,4,10,20,0,0
4429,No,275.27,Have rain,No snow,Mostly Cloudy,Rain,light rain,2014,3,19,18,2,0
975,No,275.28,No rain,No snow,Clear,Clear,sky is clear,2016,11,8,23,1,0
4679,No,275.28,No rain,No snow,Clear,Clear,sky is clear,2017,2,12,13,6,0
2722,No,275.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,12,21,20,2,0
5470,No,275.28,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,12,22,14,3,0
5755,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,4,14,15,0,0
3045,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,1,30,21,5,0
6258,No,275.28,No rain,No snow,Mostly Cloudy,Mist,mist,2017,11,2,7,3,0
6258,No,275.28,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2017,11,2,7,3,0
5995,No,275.28,No rain,No snow,Mostly Cloudy,Mist,mist,2017,11,2,8,3,0
5995,No,275.28,No rain,No snow,Mostly Cloudy,Rain,light rain,2017,11,2,8,3,0
4644,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2018,2,15,11,3,0
4072,No,275.28,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2013,3,10,12,6,0
4072,No,275.28,No rain,No snow,Mostly Cloudy,Mist,mist,2013,3,10,12,6,0
4072,No,275.28,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2013,3,10,12,6,0
1877,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,2,19,22,2,0
4677,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,2,24,11,2,0
6213,No,275.28,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,4,5,17,1,0
804,No,275.28,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2016,11,29,23,1,0
804,No,275.28,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,11,29,23,1,0
319,No,275.28,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,12,1,1,3,0
319,No,275.28,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2016,12,1,1,3,0
4502,No,275.28,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2016,12,4,15,6,0
4502,No,275.28,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,12,4,15,6,0
4502,No,275.28,No rain,No snow,Mostly Cloudy,Mist,mist,2016,12,4,15,6,0
5360,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,3,22,14,2,0
1222,No,275.28,No rain,No snow,Mostly Cloudy,Haze,haze,2017,11,18,0,5,0
1222,No,275.28,No rain,No snow,Mostly Cloudy,Mist,mist,2017,11,18,0,5,0
1222,No,275.28,No rain,No snow,Mostly Cloudy,Fog,fog,2017,11,18,0,5,0
5218,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,1,19,12,4,0
4886,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,1,20,12,5,0
3493,No,275.28,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,3,21,19,2,0
4992,No,275.28,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2018,3,26,14,0,0
4992,No,275.28,No rain,No snow,Mostly Cloudy,Snow,light snow,2018,3,26,14,0,0
536,No,275.289,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,10,25,0,1,0
306,No,275.289,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,10,25,1,1,0
232,No,275.289,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,10,25,2,1,0
1891,No,275.29,No rain,No snow,Clear,Clear,sky is clear,2016,2,26,23,4,0
581,No,275.29,No rain,No snow,Clear,Clear,sky is clear,2017,3,20,0,0,0
1581,No,275.29,No rain,No snow,Clear,Clear,sky is clear,2017,4,22,6,5,0
397,No,275.29,No rain,No snow,Party Cloudy,Clouds,few clouds,2012,11,10,4,5,0
3604,No,275.29,No rain,No snow,Party Cloudy,Clouds,few clouds,2017,12,1,23,4,0
3681,No,275.29,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2012,11,2,19,4,0
3830,No,275.29,No rain,No snow,Party Cloudy,Mist,mist,2017,2,21,10,1,0
3830,No,275.29,No rain,No snow,Party Cloudy,Fog,fog,2017,2,21,10,1,0
278,No,275.29,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,12,19,2,1,0
3600,No,275.29,No rain,No snow,Mostly Cloudy,Mist,mist,2013,1,12,10,5,0
4593,No,275.29,No rain,No snow,Mostly Cloudy,Snow,snow,2015,12,16,10,2,0
4593,No,275.29,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2015,12,16,10,2,0
4593,No,275.29,No rain,No snow,Mostly Cloudy,Thunderstorm,proximity thunderstorm,2015,12,16,10,2,0
4593,No,275.29,No rain,No snow,Mostly Cloudy,Mist,mist,2015,12,16,10,2,0
5713,No,275.29,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,1,28,6,3,0
4882,No,275.29,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,12,1,9,3,0
1481,No,275.29,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,12,25,22,6,0
1481,No,275.29,No rain,No snow,Mostly Cloudy,Mist,mist,2016,12,25,22,6,0
1481,No,275.29,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,12,25,22,6,0
1481,No,275.29,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2016,12,25,22,6,0
335,No,275.29,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2017,2,28,3,1,0
2986,No,275.29,No rain,No snow,Mostly Cloudy,Mist,mist,2018,1,10,19,2,0
2642,No,275.29,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2018,1,10,20,2,0
2642,No,275.29,No rain,No snow,Mostly Cloudy,Mist,mist,2018,1,10,20,2,0
2642,No,275.29,No rain,No snow,Mostly Cloudy,Fog,fog,2018,1,10,20,2,0
5210,No,275.3,No rain,No snow,Clear,Clear,sky is clear,2018,3,1,13,3,0
1132,No,275.3,No rain,No snow,Clear,Clear,sky is clear,2018,3,28,23,2,0
348,No,275.3,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,3,19,3,0,0
6402,No,275.3,No rain,No snow,Mostly Cloudy,Rain,light rain,2018,3,26,16,0,0
6402,No,275.3,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2018,3,26,16,0,0
5437,No,275.3,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2018,4,18,14,2,0
5891,No,275.31,No rain,No snow,Clear,Clear,sky is clear,2017,10,11,6,2,0
2839,No,275.31,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,3,11,20,1,0
3239,No,275.31,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,3,17,20,3,0
1306,No,275.31,No rain,No snow,Mostly Cloudy,Rain,light rain,2013,4,11,23,3,0
1306,No,275.31,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,4,11,23,3,0
5133,No,275.31,No rain,No snow,Mostly Cloudy,Rain,light rain,2013,5,2,12,3,0
5133,No,275.31,No rain,No snow,Mostly Cloudy,Mist,mist,2013,5,2,12,3,0
1538,No,275.32,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,4,26,7,5,0
4752,No,275.32,Have rain,No snow,Party Cloudy,Rain,light rain,2014,3,20,11,3,0
5551,No,275.33,No rain,No snow,Clear,Mist,mist,2017,3,28,9,1,0
2507,No,275.33,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,3,29,23,5,0
6121,No,275.33,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,4,1,17,1,0
4165,No,275.33,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,11,30,12,5,0
488,No,275.33,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2012,11,4,5,6,0
1577,No,275.33,No rain,No snow,Mostly Cloudy,Rain,light rain,2013,4,18,21,3,0
1577,No,275.33,No rain,No snow,Mostly Cloudy,Mist,mist,2013,4,18,21,3,0
1577,No,275.33,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2013,4,18,21,3,0
1577,No,275.33,No rain,No snow,Mostly Cloudy,Snow,heavy snow,2013,4,18,21,3,0
4638,No,275.34,No rain,No snow,Clear,Clear,sky is clear,2012,10,11,10,3,0
4956,No,275.34,No rain,No snow,Clear,Snow,light snow,2016,12,20,11,1,0
4266,No,275.34,No rain,No snow,Clear,Clear,sky is clear,2017,2,26,15,6,0
5290,No,275.34,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2012,11,28,14,2,0
2473,No,275.34,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,4,16,21,1,0
271,No,275.34,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,16,4,6,0
271,No,275.34,No rain,No snow,Mostly Cloudy,Rain,light rain,2012,12,16,4,6,0
271,No,275.34,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2012,12,16,4,6,0
271,No,275.34,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2012,12,16,4,6,0
3657,No,275.34,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2012,12,16,13,6,0
3657,No,275.34,No rain,No snow,Mostly Cloudy,Mist,mist,2012,12,16,13,6,0
3657,No,275.34,No rain,No snow,Mostly Cloudy,Rain,light rain,2012,12,16,13,6,0
3354,No,275.34,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2015,12,20,18,6,0
5639,No,275.34,No rain,No snow,Mostly Cloudy,Mist,mist,2016,11,15,6,1,0
5639,No,275.34,No rain,No snow,Mostly Cloudy,Fog,fog,2016,11,15,6,1,0
2915,No,275.34,No rain,No snow,Mostly Cloudy,Haze,haze,2016,11,24,15,3,0
2915,No,275.34,No rain,No snow,Mostly Cloudy,Mist,mist,2016,11,24,15,3,0
2915,No,275.34,No rain,No snow,Mostly Cloudy,Rain,moderate rain,2016,11,24,15,3,0
2915,No,275.34,No rain,No snow,Mostly Cloudy,Snow,light snow,2016,11,24,15,3,0
4224,No,275.34,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,11,25,15,4,0
4297,No,275.34,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,11,29,11,1,0
4853,No,275.34,No rain,No snow,Mostly Cloudy,Rain,light rain,2016,11,30,9,2,0
4853,No,275.34,No rain,No snow,Mostly Cloudy,Drizzle,drizzle,2016,11,30,9,2,0
4381,No,275.34,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,12,1,10,3,0
2234,No,275.34,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,12,4,20,6,0
5316,No,275.34,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,20,12,4,0
5804,No,275.34,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,20,17,4,0
5804,No,275.34,No rain,No snow,Mostly Cloudy,Fog,fog,2017,1,20,17,4,0
3932,No,275.34,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2017,1,21,18,5,0
3932,No,275.34,No rain,No snow,Mostly Cloudy,Mist,mist,2017,1,21,18,5,0
3932,No,275.34,No rain,No snow,Mostly Cloudy,Fog,fog,2017,1,21,18,5,0
864,No,275.34,No rain,No snow,Mostly Cloudy,Drizzle,light intensity drizzle,2017,2,28,4,1,0
864,No,275.34,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,2,28,4,1,0
748,No,275.35,No rain,No snow,Clear,Clear,sky is clear,2014,3,30,1,6,0
4599,No,275.35,No rain,No snow,Clear,Clear,sky is clear,2017,1,18,18,2,0
3711,No,275.35,No rain,No snow,Clear,Clear,sky is clear,2017,2,27,22,0,0
223,No,275.35,No rain,No snow,Clear,Clear,sky is clear,2017,3,20,2,0,0
6092,No,275.35,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,4,28,8,4,0
5887,No,275.35,No rain,No snow,Party Cloudy,Mist,mist,2017,10,16,8,0,0
5819,No,275.35,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,11,30,8,3,0
2471,No,275.35,No rain,No snow,Party Cloudy,Clouds,few clouds,2012,11,9,5,4,0
3602,No,275.35,No rain,No snow,Party Cloudy,Clouds,few clouds,2018,3,24,21,5,0
